"schema_version","rhubarb_pull_time","observed_datetime_utc","vendor","vendor_model","vendor_run_id","vendor_forecast_date","vendor_updated_at_utc","model_status","election_date","metric_type","party","value","unit","median_value","low_value","high_value","basis","source_record_id","source_url","model_web_url","source_file","data_quality","notes","geography_type","geography_id","geography_name"
"2.1.0","2026-08-13T20:51:31+00:00","2026-08-13T20:51:31+00:00","Election StatSheet","Mac Tan 2026 Bayesian Congressional Forecast","ess-2026-08-13-bdd159ab5a7e53d4","2026-08-13","","published","2026-11-03","US House Party Probability","R","35.13","percent","","","","probability of controlling the U.S. House","national","https://github.com/thisismactan/US-2026/tree/main/output","https://www.electionstatsheet.com/house","house_forecast_timeline.csv + senate_forecast_timeline.csv","","Control 'Other' is residual probability not assigned to a D or R majority/control outcome.","national","US","United States"
"2.1.0","2026-08-13T20:51:31+00:00","2026-08-13T20:51:31+00:00","Election StatSheet","Mac Tan 2026 Bayesian Congressional Forecast","ess-2026-08-13-bdd159ab5a7e53d4","2026-08-13","","published","2026-11-03","US House Party Probability","Other","0","percent","","","","probability of controlling the U.S. House","national","https://github.com/thisismactan/US-2026/tree/main/output","https://www.electionstatsheet.com/house","house_forecast_timeline.csv + senate_forecast_timeline.csv","","Control 'Other' is residual probability not assigned to a D or R majority/control outcome.","national","US","United States"
"2.1.0","2026-08-13T20:51:31+00:00","2026-08-13T20:51:31+00:00","Election StatSheet","Mac Tan 2026 Bayesian Congressional Forecast","ess-2026-08-13-bdd159ab5a7e53d4","2026-08-13","","published","2026-11-03","US Senate Seats by Party","D","48.7863","seats","","44","53","posterior mean seats; independents separate where modeled","national","https://github.com/thisismactan/US-2026/tree/main/output","https://www.electionstatsheet.com/senate","house_forecast_timeline.csv + senate_forecast_timeline.csv","","Control 'Other' is residual probability not assigned to a D or R majority/control outcome.","national","US","United States"
"2.1.0","2026-08-13T20:51:31+00:00","2026-08-13T20:51:31+00:00","Election StatSheet","Mac Tan 2026 Bayesian Congressional Forecast","ess-2026-08-13-bdd159ab5a7e53d4","2026-08-13","","published","2026-11-03","US Senate Seats by Party","R","51.1051","seats","","","","posterior mean seats; independents separate where modeled","national","https://github.com/thisismactan/US-2026/tree/main/output","https://www.electionstatsheet.com/senate","house_forecast_timeline.csv + senate_forecast_timeline.csv","","Control 'Other' is residual probability not assigned to a D or R majority/control outcome.","national","US","United States"
"2.1.0","2026-08-13T20:51:31+00:00","2026-08-13T20:51:31+00:00","Election StatSheet","Mac Tan 2026 Bayesian Congressional Forecast","ess-2026-08-13-bdd159ab5a7e53d4","2026-08-13","","published","2026-11-03","US Senate Seats by Party","Other","0.1086","seats","","","","posterior mean seats; independents separate where modeled","national","https://github.com/thisismactan/US-2026/tree/main/output","https://www.electionstatsheet.com/senate","house_forecast_timeline.csv + senate_forecast_timeline.csv","","Control 'Other' is residual probability not assigned to a D or R majority/control outcome.","national","US","United States"
"2.1.0","2026-08-13T20:51:31+00:00","2026-08-13T20:51:31+00:00","Election StatSheet","Mac Tan 2026 Bayesian Congressional Forecast","ess-2026-08-13-bdd159ab5a7e53d4","2026-08-13","","published","2026-11-03","US Senate Party Probability","D","27.62","percent","","","","probability of controlling the U.S. Senate","national","https://github.com/thisismactan/US-2026/tree/main/output","https://www.electionstatsheet.com/senate","house_forecast_timeline.csv + senate_forecast_timeline.csv","","Control 'Other' is residual probability not assigned to a D or R majority/control outcome.","national","US","United States"
"2.1.0","2026-08-13T20:51:31+00:00","2026-08-13T20:51:31+00:00","Election StatSheet","Mac Tan 2026 Bayesian Congressional Forecast","ess-2026-08-13-bdd159ab5a7e53d4","2026-08-13","","published","2026-11-03","US Senate Party Probability","R","71","percent","","","","probability of controlling the U.S. Senate","national","https://github.com/thisismactan/US-2026/tree/main/output","https://www.electionstatsheet.com/senate","house_forecast_timeline.csv + senate_forecast_timeline.csv","","Control 'Other' is residual probability not assigned to a D or R majority/control outcome.","national","US","United States"
"2.1.0","2026-08-13T20:51:31+00:00","2026-08-13T20:51:31+00:00","Election StatSheet","Mac Tan 2026 Bayesian Congressional Forecast","ess-2026-08-13-bdd159ab5a7e53d4","2026-08-13","","published","2026-11-03","US Senate Party Probability","Other","1.38","percent","","","","probability of controlling the U.S. Senate","national","https://github.com/thisismactan/US-2026/tree/main/output","https://www.electionstatsheet.com/senate","house_forecast_timeline.csv + senate_forecast_timeline.csv","","Control 'Other' is residual probability not assigned to a D or R majority/control outcome.","national","US","United States"
"2.1.0","2026-08-13T20:51:31+00:00","2026-08-13T20:51:31+00:00","Election StatSheet","Mac Tan 2026 Bayesian Congressional Forecast","ess-2026-08-13-bdd159ab5a7e53d4","2026-08-13","","published","2026-11-03","US House Popular Vote Projection","D","53.948778","percent","","48.885222","58.911641","two-party House popular vote posterior mean","national","https://github.com/thisismactan/US-2026/tree/main/output","https://www.electionstatsheet.com/house","house_forecast_timeline.csv + senate_forecast_timeline.csv","","Control 'Other' is residual probability not assigned to a D or R majority/control outcome.","national","US","United States"
"2.1.0","2026-08-13T20:51:31+00:00","2026-08-13T20:51:31+00:00","Election StatSheet","Mac Tan 2026 Bayesian Congressional Forecast","ess-2026-08-13-bdd159ab5a7e53d4","2026-08-13","","published","2026-11-03","US House Popular Vote Projection","R","46.051222","percent","","","","two-party House popular vote posterior mean","national","https://github.com/thisismactan/US-2026/tree/main/output","https://www.electionstatsheet.com/house","house_forecast_timeline.csv + senate_forecast_timeline.csv","","Control 'Other' is residual probability not assigned to a D or R majority/control outcome.","national","US","United States"
"2.1.0","2026-08-13T20:51:31+00:00","2026-08-13T20:51:31+00:00","Election StatSheet","Mac Tan 2026 Bayesian Congressional Forecast","ess-2026-08-13-bdd159ab5a7e53d4","2026-08-13","","published","2026-11-03","US House Popular Vote Projection","Other","0","percent","","","","two-party House popular vote posterior mean","national","https://github.com/thisismactan/US-2026/tree/main/output","https://www.electionstatsheet.com/house","house_forecast_timeline.csv + senate_forecast_timeline.csv","","Control 'Other' is residual probability not assigned to a D or R majority/control outcome.","national","US","United States"
"2.1.0","2026-08-13T20:51:31+00:00","2026-08-13T20:51:31+00:00","Election StatSheet","Mac Tan 2026 Bayesian Congressional Forecast","ess-2026-08-13-bdd159ab5a7e53d4","2026-08-13","","published","2026-11-03","US House Popular Vote Margin","D-R","7.897556","percentage_points","","","","two-party House popular vote posterior mean","national","https://github.com/thisismactan/US-2026/tree/main/output","https://www.electionstatsheet.com/house","house_forecast_timeline.csv + senate_forecast_timeline.csv","","Control 'Other' is residual probability not assigned to a D or R majority/control outcome.","national","US","United States"
"2.1.0","2026-08-14T14:03:27+00:00","2026-08-14T14:03:27+00:00","ElectIndex","ElectIndex 2026 U.S. Election Forecast","electindex-2026-08-13-608d4fd406f2533a","2026-08-13","","published","2026-11-03","US House Seats by Party","D","236.7","seats","","","","published mean expected seats (avg_dem_seats / avg_gop_seats)","national","https://github.com/ElectIndex/26_us_forecast_data/tree/main/output","https://electindex.com/forecasts/","chambers.csv + national_indicators.csv","","ElectIndex publishes only Democratic chamber-control probability in chambers.csv; Republican control is stored as the binary complement. Published projected Democratic seats: House=231; Senate=50.","national","US","United States"
"2.1.0","2026-08-14T14:03:27+00:00","2026-08-14T14:03:27+00:00","ElectIndex","ElectIndex 2026 U.S. Election Forecast","electindex-2026-08-13-608d4fd406f2533a","2026-08-13","","published","2026-11-03","US House Seats by Party","R","198.3","seats","","","","published mean expected seats (avg_dem_seats / avg_gop_seats)","national","https://github.com/ElectIndex/26_us_forecast_data/tree/main/output","https://electindex.com/forecasts/","chambers.csv + national_indicators.csv","","ElectIndex publishes only Democratic chamber-control probability in chambers.csv; Republican control is stored as the binary complement. Published projected Democratic seats: House=231; Senate=50.","national","US","United States"
"2.1.0","2026-08-14T14:03:27+00:00","2026-08-14T14:03:27+00:00","ElectIndex","ElectIndex 2026 U.S. Election Forecast","electindex-2026-08-13-608d4fd406f2533a","2026-08-13","","published","2026-11-03","US House Seats by Party","Other","0","seats","","","","published mean expected seats (avg_dem_seats / avg_gop_seats)","national","https://github.com/ElectIndex/26_us_forecast_data/tree/main/output","https://electindex.com/forecasts/","chambers.csv + national_indicators.csv","","ElectIndex publishes only Democratic chamber-control probability in chambers.csv; Republican control is stored as the binary complement. Published projected Democratic seats: House=231; Senate=50.","national","US","United States"
"2.1.0","2026-08-14T14:03:27+00:00","2026-08-14T14:03:27+00:00","ElectIndex","ElectIndex 2026 U.S. Election Forecast","electindex-2026-08-13-608d4fd406f2533a","2026-08-13","","published","2026-11-03","US House Party Probability","D","70.6","percent","","","","probability of controlling the U.S. House","national","https://github.com/ElectIndex/26_us_forecast_data/tree/main/output","https://electindex.com/forecasts/","chambers.csv + national_indicators.csv","","ElectIndex publishes only Democratic chamber-control probability in chambers.csv; Republican control is stored as the binary complement. Published projected Democratic seats: House=231; Senate=50.","national","US","United States"
"2.1.0","2026-08-14T14:03:27+00:00","2026-08-14T14:03:27+00:00","ElectIndex","ElectIndex 2026 U.S. Election Forecast","electindex-2026-08-13-608d4fd406f2533a","2026-08-13","","published","2026-11-03","US House Party Probability","R","29.4","percent","","","","probability of controlling the U.S. House","national","https://github.com/ElectIndex/26_us_forecast_data/tree/main/output","https://electindex.com/forecasts/","chambers.csv + national_indicators.csv","","ElectIndex publishes only Democratic chamber-control probability in chambers.csv; Republican control is stored as the binary complement. Published projected Democratic seats: House=231; Senate=50.","national","US","United States"
"2.1.0","2026-08-14T14:03:27+00:00","2026-08-14T14:03:27+00:00","ElectIndex","ElectIndex 2026 U.S. Election Forecast","electindex-2026-08-13-608d4fd406f2533a","2026-08-13","","published","2026-11-03","US House Party Probability","Other","0","percent","","","","probability of controlling the U.S. House","national","https://github.com/ElectIndex/26_us_forecast_data/tree/main/output","https://electindex.com/forecasts/","chambers.csv + national_indicators.csv","","ElectIndex publishes only Democratic chamber-control probability in chambers.csv; Republican control is stored as the binary complement. Published projected Democratic seats: House=231; Senate=50.","national","US","United States"
"2.1.0","2026-08-14T14:03:27+00:00","2026-08-14T14:03:27+00:00","ElectIndex","ElectIndex 2026 U.S. Election Forecast","electindex-2026-08-13-608d4fd406f2533a","2026-08-13","","published","2026-11-03","US Senate Seats by Party","D","50.2","seats","","","","published mean expected seats (avg_dem_seats / avg_gop_seats)","national","https://github.com/ElectIndex/26_us_forecast_data/tree/main/output","https://electindex.com/forecasts/","chambers.csv + national_indicators.csv","","ElectIndex publishes only Democratic chamber-control probability in chambers.csv; Republican control is stored as the binary complement. Published projected Democratic seats: House=231; Senate=50.","national","US","United States"
